customer_id,First_Name,Last_Name,gender,DOB,AGE,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,tenure,Owns_Car,Address,Postcode,State,Country,property_valuation,Calculated_Age,Mass_Affluent,Age_Group,Customer_Value,Is_Mass_Affluent_Custom,Cluster
947,Hyacinth,Naldrett,Female,1986-03-10,36,43,Health,Mass Customer,N,10,0,9 Clyde Gallagher Plaza,3021,Victoria,Australia,7,39,False,30-45,78600,True,1
948,Yardley,Argo,Male,1969-08-09,53,19,Not Specified,Affluent Customer,N,10,0,56709 Petterle Street,2443,New South Wales,Australia,6,56,True,46-60,63800,True,0
949,Jarid,Grebner,Male,1975-09-07,47,18,Health,Mass Customer,N,3,1,221 Coolidge Parkway,2010,New South Wales,Australia,9,50,False,46-60,93600,True,1
951,Meryl,Dumbar,Male,1999-09-29,23,44,Entertainment,Mass Customer,N,1,0,7 Starling Crossing,2570,New South Wales,Australia,9,26,False,<30,98800,False,1
952,Marina,Andresen,Female,1971-06-13,51,34,Financial Services,Affluent Customer,N,6,1,283 Ryan Street,3752,Victoria,Australia,7,54,True,46-60,76800,True,1
953,Jasmin,Brodeur,Female,1979-05-23,43,16,Not Specified,Mass Customer,N,7,0,97 Aberg Pass,4720,Queensland,Australia,1,46,False,30-45,13200,True,0
954,Alain,Immins,Male,1995-02-28,27,76,Manufacturing,Mass Customer,N,7,1,0 Menomonie Avenue,3177,Victoria,Australia,6,30,False,<30,75200,False,3
955,Teresina,Gibbie,Female,1989-10-01,33,78,Health,Mass Customer,N,9,1,20 Carpenter Parkway,2192,New South Wales,Australia,9,36,False,30-45,105600,True,1
956,Ezechiel,Pettecrew,Male,1960-09-26,62,19,Manufacturing,Mass Customer,N,9,1,14796 Ramsey Street,2069,New South Wales,Australia,12,65,False,60+,123800,True,3
957,Jamima,Gannan,Female,1994-08-20,28,80,Manufacturing,Affluent Customer,N,7,1,1346 Forest Dale Point,3111,Victoria,Australia,10,31,True,<30,116000,False,3
958,Kristofor,Saulter,Male,1964-01-14,58,15,Health,High Net Worth,N,18,0,217 Meadow Vale Point,2023,New South Wales,Australia,12,61,True,46-60,123000,True,1
959,Katharina,Jennins,Female,1986-10-26,36,3,Not Specified,Affluent Customer,N,21,1,341 Saint Paul Lane,2033,New South Wales,Australia,9,39,True,30-45,90600,False,0
960,Lannie,Crumley,Male,1968-10-10,54,1,Health,Mass Customer,N,12,1,7823 Village Green Park,3030,Victoria,Australia,8,57,False,46-60,80200,False,1
961,Rosamund,Shelton,Female,1986-08-10,36,73,Financial Services,Mass Customer,N,6,0,382 Dayton Lane,2148,New South Wales,Australia,8,39,False,30-45,94600,True,1
962,Granger,Tuftin,Male,1977-09-07,45,49,Not Specified,High Net Worth,N,17,1,4 Kennedy Trail,3147,Victoria,Australia,8,48,True,30-45,89800,True,0
963,Valery,Haresign,Female,1968-07-28,54,56,Not Specified,High Net Worth,N,16,1,4364 Gale Park,2196,New South Wales,Australia,10,57,True,46-60,111200,True,0
964,Rhetta,Grellier,Female,1994-01-24,28,35,Financial Services,High Net Worth,N,6,0,2379 Dorton Pass,2089,New South Wales,Australia,12,31,True,<30,127000,False,1
965,Meggie,Whitchurch,Female,1997-06-18,25,86,Retail,High Net Worth,N,5,1,5 Hintze Hill,2641,New South Wales,Australia,1,28,True,<30,27200,False,1
966,Krystyna,Linning,Female,1978-11-05,44,70,Retail,High Net Worth,N,5,1,58 High Crossing Place,4212,Queensland,Australia,10,47,True,30-45,114000,True,1
967,April,Causon,Female,1999-10-04,23,44,Manufacturing,Affluent Customer,N,1,1,1 Ridgeway Court,3241,Victoria,Australia,5,26,True,<30,58800,False,3
968,Wayne,Woodfin,Male,1955-06-16,67,96,IT,High Net Worth,N,16,1,00 Park Meadow Terrace,2450,New South Wales,Australia,6,70,True,60+,79200,False,2
969,Jo,Mallinar,Female,1978-09-19,44,20,Health,High Net Worth,N,18,1,29419 Harper Circle,4209,Queensland,Australia,5,47,True,30-45,54000,True,1
970,Kellyann,Hawton,Female,1980-06-26,42,2,Financial Services,High Net Worth,N,14,1,1601 Judy Drive,2026,New South Wales,Australia,10,45,True,30-45,100400,True,1
971,Sarge,Lerohan,Male,1988-10-25,34,11,Manufacturing,High Net Worth,N,22,0,7628 Larry Trail,3428,Victoria,Australia,7,37,True,30-45,72200,True,3
972,Dena,Crewdson,Female,1981-07-23,41,81,Retail,Mass Customer,N,10,1,004 Lawn Trail,4227,Queensland,Australia,5,44,False,30-45,66200,True,1
973,Annabella,Hebron,Female,1979-08-02,43,46,Health,High Net Worth,N,15,0,42 Dahle Parkway,3806,Victoria,Australia,7,46,True,30-45,79200,True,1
974,Mellicent,Dollin,Female,1991-06-07,31,92,Not Specified,Mass Customer,N,4,1,1472 Meadow Vale Lane,4034,Queensland,Australia,7,34,False,30-45,88400,True,0
976,Andonis,Slimmon,Male,1971-10-21,51,10,Financial Services,Affluent Customer,N,10,0,55 Fairfield Court,3175,Victoria,Australia,8,54,True,46-60,82000,True,1
977,Olga,Dyke,Female,1959-11-30,63,65,Not Specified,High Net Worth,N,13,1,92 Bunker Hill Trail,2558,New South Wales,Australia,7,66,True,60+,83000,True,0
978,Erena,Escalero,Female,1982-01-31,40,40,Not Specified,High Net Worth,N,15,0,1 Boyd Junction,2460,New South Wales,Australia,1,43,True,30-45,18000,True,0
979,Kayla,Falkingham,Female,1959-12-25,63,42,Manufacturing,High Net Worth,N,12,0,938 Monica Park,3173,Victoria,Australia,9,66,True,60+,98400,True,3
980,Max,Gronaver,Female,1978-01-23,44,19,Health,Mass Customer,N,8,0,26204 Monument Alley,2289,New South Wales,Australia,8,47,False,30-45,83800,True,1
981,Bud,Smittoune,Male,1973-02-19,49,0,Retail,Mass Customer,N,11,0,36 Grayhawk Plaza,2031,New South Wales,Australia,9,52,False,46-60,90000,False,1
982,Tibold,Bonwell,Male,1960-02-12,62,14,Health,High Net Worth,N,6,1,8276 Hudson Trail,2250,New South Wales,Australia,6,65,True,60+,62800,True,1
984,Luciano,Weddup,Male,1954-03-25,68,89,Manufacturing,Affluent Customer,N,16,0,7380 Canary Pass,3111,Victoria,Australia,7,71,True,60+,87800,False,3
985,Aryn,O'Halloran,Female,1970-09-30,52,29,Retail,High Net Worth,N,15,0,9 Debs Trail,4500,Queensland,Australia,4,55,True,46-60,45800,True,1
986,Barnard,Stranks,Male,1994-10-05,28,3,Manufacturing,Mass Customer,N,8,1,82 Shasta Drive,4825,Queensland,Australia,3,31,False,<30,30600,False,3
987,Lars,Keher,Male,1974-08-29,48,89,Financial Services,Affluent Customer,N,11,1,9 Goodland Center,4213,Queensland,Australia,9,51,True,46-60,107800,True,1
988,Andree,Simonato,Female,1981-01-15,41,35,Manufacturing,High Net Worth,N,7,0,4 Amoth Trail,4161,Queensland,Australia,6,44,True,30-45,67000,True,3
989,Caralie,Morfett,Female,1982-05-24,40,43,Financial Services,Mass Customer,N,17,0,730 Butternut Trail,4018,Queensland,Australia,4,43,False,30-45,48600,True,1
990,Melissa,Purple,Female,1976-04-13,46,56,Manufacturing,Mass Customer,N,14,1,21780 Service Park,2560,New South Wales,Australia,7,49,False,46-60,81200,True,3
991,Lenna,Coales,Female,1991-11-29,31,11,Financial Services,Mass Customer,N,10,1,00745 Huxley Center,3757,Victoria,Australia,9,34,False,30-45,92200,True,1
992,Cordelia,Hawkeswood,Female,1958-11-25,64,6,Property,Mass Customer,N,8,1,45 Hazelcrest Junction,3073,Victoria,Australia,9,67,False,60+,91200,False,1
993,Reine,Semken,Female,1977-02-18,45,71,Argiculture,High Net Worth,N,17,0,84019 Porter Trail,2871,New South Wales,Australia,3,48,True,30-45,44200,True,1
994,Rhetta,Kupker,Female,1977-11-14,45,62,Entertainment,Affluent Customer,N,5,1,64211 Laurel Alley,3141,Victoria,Australia,10,48,True,30-45,112400,True,1
995,Urbano,Mews,Male,1965-11-12,57,16,Health,Mass Customer,N,19,1,31369 Meadow Valley Road,4034,Queensland,Australia,5,60,False,46-60,53200,True,1
997,Ambros,Kernes,Male,1981-07-03,41,30,Telecommunications,Mass Customer,N,13,1,1 Continental Center,2146,New South Wales,Australia,9,44,False,30-45,96000,True,1
998,Petunia,Dufton,Female,1965-12-13,57,66,Manufacturing,Affluent Customer,N,5,1,0465 Melrose Alley,2768,New South Wales,Australia,9,60,True,46-60,103200,True,3
999,Dido,Leyburn,Female,1988-04-10,34,12,Not Specified,High Net Worth,N,4,0,5357 Mcguire Plaza,3073,Victoria,Australia,9,37,True,30-45,92400,True,0
1000,Paulie,Castelot,Female,1978-08-07,44,44,Financial Services,Mass Customer,N,11,0,4757 Texas Trail,3136,Victoria,Australia,9,47,False,30-45,98800,True,1
1001,Finley,Vost,Male,1979-08-27,43,63,Retail,Mass Customer,N,14,0,27 Sunfield Center,4869,Queensland,Australia,3,46,False,30-45,42600,True,1
1002,Pacorro,De Clairmont,Male,1978-08-30,44,65,Not Specified,Mass Customer,N,18,1,656 Bartelt Parkway,3127,Victoria,Australia,12,47,False,30-45,133000,True,0
1003,Mariann,O'Geaney,Female,1968-02-03,54,35,Financial Services,High Net Worth,N,18,0,610 Lakewood Gardens Point,4078,Queensland,Australia,7,57,True,46-60,77000,True,1
1004,Colas,Pumfrett,Male,1975-07-09,47,35,IT,High Net Worth,N,22,0,61 Lukken Plaza,3182,Victoria,Australia,6,50,True,46-60,67000,True,2
1005,Kalila,Birtwistle,Female,1967-09-15,55,94,IT,High Net Worth,N,8,1,67 Holmberg Way,2165,New South Wales,Australia,9,58,True,46-60,108800,True,2
1006,Norbert,Gotcher,Male,1977-08-10,45,15,Telecommunications,Affluent Customer,N,19,1,3383 Fair Oaks Circle,3046,Victoria,Australia,8,48,True,30-45,83000,True,1
1007,Cord,Warriner,Male,1996-06-08,26,58,Retail,Mass Customer,N,5,0,2 Vermont Avenue,2066,New South Wales,Australia,12,29,False,<30,131600,False,1
1008,Lorry,Booley,Female,1975-11-10,47,47,Not Specified,Mass Customer,N,21,0,486 Atwood Pass,2065,New South Wales,Australia,12,50,False,46-60,129400,True,0
1009,Nolie,Orring,Female,1957-05-09,65,16,Manufacturing,High Net Worth,N,13,1,05 Loftsgordon Pass,4380,Queensland,Australia,9,68,True,60+,93200,True,3
1010,Leighton,Ebbles,Male,1963-01-26,59,24,Financial Services,Affluent Customer,N,17,0,570 Butternut Pass,2340,New South Wales,Australia,4,62,True,46-60,44800,True,1
1011,Cymbre,Janos,Female,1985-07-19,37,42,Health,High Net Worth,N,10,1,63 Grayhawk Pass,2769,New South Wales,Australia,9,40,True,30-45,98400,True,1
1012,Anna-diane,Preddle,Female,1955-05-20,67,20,Not Specified,High Net Worth,N,11,1,44594 5th Street,4220,Queensland,Australia,9,70,True,60+,94000,False,0
1013,Corissa,Zienkiewicz,Female,1976-09-06,46,53,Retail,High Net Worth,N,17,0,495 Elmside Drive,2179,New South Wales,Australia,8,49,True,46-60,90600,True,1
1014,Miller,Faloon,Male,1960-10-14,62,60,Property,Mass Customer,N,8,1,9 Macpherson Avenue,2527,New South Wales,Australia,8,65,False,60+,92000,True,1
1015,Toiboid,Sorrel,Male,1955-04-01,67,7,Health,Mass Customer,N,17,0,738 Division Street,3024,Victoria,Australia,8,70,False,60+,81400,False,1
1016,Adrian,Prettyjohns,Male,1959-08-12,63,0,IT,Mass Customer,N,17,1,5 Sheridan Circle,3934,Victoria,Australia,11,66,False,60+,110000,True,2
1017,Jacquenette,Pluthero,Female,1979-01-09,43,88,Entertainment,High Net Worth,N,16,0,42 Lunder Drive,2027,New South Wales,Australia,11,46,True,30-45,127600,True,1
1018,Matthiew,Ferreras,Male,1994-11-27,28,1,Manufacturing,Mass Customer,N,7,1,3 Hayes Court,3109,Victoria,Australia,10,31,False,<30,100200,False,3
1019,Ignazio,Milby,Male,1973-11-19,49,42,Manufacturing,Mass Customer,N,14,1,711 Sachtjen Point,2540,New South Wales,Australia,8,52,False,46-60,88400,True,3
1020,Natala,Thorndale,Female,1975-11-10,47,29,IT,Affluent Customer,N,13,0,16395 Nevada Lane,2145,New South Wales,Australia,10,50,True,46-60,105800,True,2
1021,Elvis,Rixon,Male,1977-10-02,45,16,Retail,High Net Worth,N,7,0,0996 Cody Terrace,2761,New South Wales,Australia,8,48,True,30-45,83200,True,1
1022,Suzann,Wilks,Female,1990-03-04,32,56,Financial Services,Affluent Customer,N,14,1,80424 Corben Alley,2136,New South Wales,Australia,10,35,True,30-45,111200,True,1
1023,Iseabal,Fullbrook,Female,1991-07-23,31,16,Financial Services,Affluent Customer,N,6,1,37208 Golf View Terrace,2145,New South Wales,Australia,8,34,True,30-45,83200,True,1
1024,Rhodia,D'Onise,Female,1992-06-05,30,17,Health,High Net Worth,N,2,1,1128 Golden Leaf Center,3124,Victoria,Australia,9,33,True,30-45,93400,True,1
1025,Ario,Jeromson,Male,1997-07-30,25,69,IT,Mass Customer,N,5,1,4885 Stone Corner Alley,3046,Victoria,Australia,8,28,False,<30,93800,False,2
1026,Vernon,Hakking,Male,1994-07-29,28,66,Financial Services,Affluent Customer,N,4,0,66 Hudson Crossing,2153,New South Wales,Australia,10,31,True,<30,113200,False,1
1027,Rolando,Sherewood,Male,1966-10-07,56,33,Financial Services,Affluent Customer,N,18,0,5287 Wayridge Alley,2069,New South Wales,Australia,12,59,True,46-60,126600,True,1
1028,Thorn,Torfin,Male,1999-08-11,23,10,Not Specified,High Net Worth,N,1,0,15393 Cody Lane,2046,New South Wales,Australia,9,26,True,<30,92000,False,0
1029,Forbes,Londors,Male,1997-02-15,25,71,Not Specified,Mass Customer,N,4,0,1 Mcbride Center,2484,New South Wales,Australia,6,28,False,<30,74200,False,0
1030,Nariko,Dummigan,Female,1962-05-05,60,9,Health,Mass Customer,N,5,0,4870 Shelley Alley,3225,Victoria,Australia,7,63,False,46-60,71800,False,1
1031,Roi,Ogden,Male,1983-09-15,39,75,Manufacturing,Mass Customer,N,6,0,65634 Del Mar Crossing,4053,Queensland,Australia,7,42,False,30-45,85000,True,3
1032,Maribelle,Werndly,Female,1978-07-18,44,36,Not Specified,Mass Customer,N,18,1,8572 Melvin Drive,3145,Victoria,Australia,11,47,False,30-45,117200,True,0
1033,Jacob,Claringbold,Male,1995-01-06,27,70,Not Specified,Affluent Customer,N,3,1,5549 Bay Point,4068,Queensland,Australia,9,30,True,<30,104000,False,0
1034,Denney,Cretney,Male,1976-05-12,46,16,Not Specified,High Net Worth,N,3,1,9 Forest Circle,2324,New South Wales,Australia,3,49,True,46-60,33200,True,0
1035,Kara-lynn,Doddridge,Female,1976-11-02,46,77,Retail,Affluent Customer,N,5,1,6 Kedzie Hill,2214,New South Wales,Australia,9,49,True,46-60,105400,True,1
1036,Randene,Ingle,Female,1969-11-28,53,6,Financial Services,Mass Customer,N,12,1,60601 Hoffman Court,2041,New South Wales,Australia,12,56,False,46-60,121200,True,1
1037,Sissie,Rielly,Female,1956-08-08,66,95,Financial Services,Mass Customer,N,10,0,1715 Scoville Drive,2031,New South Wales,Australia,11,69,False,60+,129000,False,1
1039,Nona,Diamant,Female,1975-03-14,47,24,Not Specified,High Net Worth,N,15,1,3082 Almo Center,2454,New South Wales,Australia,4,50,True,46-60,44800,True,0
1040,Jacenta,Wedlock,Female,1975-03-04,47,78,Health,High Net Worth,N,9,0,27135 Melvin Plaza,4556,Queensland,Australia,8,50,True,46-60,95600,True,1
1041,Free,Bonniface,Male,1959-05-25,63,95,Property,Affluent Customer,N,15,0,40 Kinsman Pass,2065,New South Wales,Australia,10,66,True,60+,119000,True,1
1042,Isacco,Woodwind,Male,1976-01-14,46,0,Manufacturing,High Net Worth,N,11,1,094 Green Road,2216,New South Wales,Australia,11,49,True,46-60,110000,True,3
1043,Giorgi,Hurford,Male,1986-10-20,36,34,Financial Services,Mass Customer,N,16,1,91 Spohn Plaza,4573,Queensland,Australia,7,39,False,30-45,76800,True,1
1045,Aeriel,Everest,Female,1986-05-08,36,88,Financial Services,Mass Customer,N,19,1,201 Pepper Wood Avenue,2154,New South Wales,Australia,11,39,False,30-45,127600,True,1
1046,Shir,Clevely,Female,1955-07-23,67,0,Not Specified,Affluent Customer,N,11,0,4408 Haas Way,2171,New South Wales,Australia,9,70,True,60+,90000,False,0
1047,Standford,Tanswill,Male,1978-09-03,44,39,Financial Services,Affluent Customer,N,11,0,6 Pawling Trail,2871,New South Wales,Australia,7,47,True,30-45,77800,True,1
1048,Braden,Lamming,Male,1976-06-08,46,99,Not Specified,Affluent Customer,N,15,0,31111 Hoepker Road,3034,Victoria,Australia,9,49,True,46-60,109800,True,0
1049,Fraser,Gaenor,Male,1996-03-02,26,35,Property,Mass Customer,N,2,0,79 Lighthouse Bay Lane,3082,Victoria,Australia,8,29,False,<30,87000,False,1
1050,Marjie,Ghion,Female,1973-07-29,49,7,Telecommunications,Mass Customer,N,15,1,2354 Forster Road,2131,New South Wales,Australia,11,52,False,46-60,111400,True,1
1051,Xylia,Lange,Female,1977-09-29,45,34,Property,High Net Worth,N,14,1,5271 Vernon Court,3207,Victoria,Australia,10,48,True,30-45,106800,True,1
1052,Dela,Flannigan,Female,1986-02-02,36,31,Financial Services,High Net Worth,N,3,0,06 Declaration Hill,3184,Victoria,Australia,11,39,True,30-45,116200,True,1
1053,Davon,Stanyland,Male,1962-05-20,60,98,Manufacturing,Mass Customer,N,8,1,07716 5th Alley,2250,New South Wales,Australia,5,63,False,46-60,69600,True,3
1054,Natal,Matiewe,Male,1983-08-09,39,27,Manufacturing,Mass Customer,N,13,1,10 Pennsylvania Hill,2118,New South Wales,Australia,11,42,False,30-45,115400,True,3
1055,Danell,Rose,Female,1988-06-08,34,30,Manufacturing,Mass Customer,N,12,0,2330 Huxley Crossing,2570,New South Wales,Australia,10,37,False,30-45,106000,True,3
1056,Kendricks,Markel,Male,1966-12-18,56,96,Manufacturing,Affluent Customer,N,6,0,5811 Hanson Lane,2260,New South Wales,Australia,7,59,True,46-60,89200,True,3
1057,Laryssa,Durdle,Female,1969-04-06,53,73,Health,Mass Customer,N,5,0,7 Main Crossing,2065,New South Wales,Australia,12,56,False,46-60,134600,True,1
1058,Gretel,Gionettitti,Female,1987-10-24,35,37,Retail,Affluent Customer,N,4,1,682 Spenser Plaza,3977,Victoria,Australia,6,38,True,30-45,67400,True,1
1059,Chantal,Plante,Female,1968-02-16,54,68,Entertainment,High Net Worth,N,6,1,1149 Riverside Parkway,2016,New South Wales,Australia,11,57,True,46-60,123600,True,1
1060,Vanda,Boadby,Female,1961-11-23,61,88,Argiculture,Affluent Customer,N,13,1,1176 Pine View Lane,2112,New South Wales,Australia,11,64,True,60+,127600,True,1
1061,Anderson,Unknown,Male,1988-11-07,34,34,Financial Services,Mass Customer,N,19,0,22 Sachtjen Avenue,2137,New South Wales,Australia,12,37,False,30-45,126800,True,1
1062,Tish,Mowett,Female,1975-09-28,47,32,Not Specified,Mass Customer,N,14,0,6 Pankratz Crossing,2228,New South Wales,Australia,11,50,False,46-60,116400,True,0
1063,Terrence,Geck,Male,1987-03-01,35,22,Financial Services,Affluent Customer,N,13,1,6988 Acker Crossing,2217,New South Wales,Australia,10,38,True,30-45,104400,True,1
1064,Thornie,Andrusov,Male,1977-06-13,45,3,Entertainment,Affluent Customer,N,8,1,9993 Mccormick Street,2223,New South Wales,Australia,8,48,True,30-45,80600,False,1
1065,Chilton,Ghirigori,Male,1962-06-27,60,8,Financial Services,Mass Customer,N,8,1,7 Holmberg Circle,2018,New South Wales,Australia,9,63,False,46-60,91600,False,1
1066,Hailey,Ricciardi,Male,1995-10-06,27,45,Telecommunications,High Net Worth,N,12,0,7 Village Green Circle,3109,Victoria,Australia,10,30,True,<30,109000,False,1
1067,Berri,Cotillard,Female,1965-05-17,57,13,Financial Services,Mass Customer,N,13,1,4044 Tennessee Parkway,2315,New South Wales,Australia,9,60,False,46-60,92600,True,1
1068,Frazer,Searston,Male,1995-03-21,27,5,Health,Mass Customer,N,3,1,4297 Emmet Lane,2170,New South Wales,Australia,8,30,False,<30,81000,False,1
1069,Reese,Titterington,Male,1976-04-15,46,85,Telecommunications,Mass Customer,N,15,0,6 Sycamore Drive,4053,Queensland,Australia,7,49,False,46-60,87000,True,1
1070,Albert,Gomery,Male,1995-06-04,27,5,Not Specified,Mass Customer,N,1,0,6 Barby Road,4300,Queensland,Australia,4,30,False,<30,41000,False,0
1071,Chrisy,Miranda,Male,1986-12-29,36,68,Retail,High Net Worth,N,1,0,37495 Summerview Park,2619,New South Wales,Australia,7,39,True,30-45,83600,True,1
1072,Curt,Petrello,Male,1957-06-01,65,60,Financial Services,High Net Worth,N,8,1,3 Center Crossing,2452,New South Wales,Australia,3,68,True,60+,42000,True,1
1073,Elbertina,Donne,Female,1980-02-25,42,77,Not Specified,Affluent Customer,N,7,1,19386 Burrows Way,2229,New South Wales,Australia,10,45,True,30-45,115400,True,0
1074,Griswold,Juett,Male,1974-07-14,48,43,Not Specified,High Net Worth,N,18,1,4 Quincy Trail,2800,New South Wales,Australia,3,51,True,46-60,38600,True,0
1075,Cullin,Elcoate,Male,1967-07-25,55,26,Manufacturing,High Net Worth,N,7,0,69881 Westport Parkway,2880,New South Wales,Australia,1,58,True,46-60,15200,True,3
1076,Siegfried,Trattles,Male,2000-06-06,22,33,Health,Affluent Customer,N,2,0,44 Ramsey Road,2515,New South Wales,Australia,9,25,True,<30,96600,False,1
1077,Sheba,Este,Female,1955-10-11,67,8,Telecommunications,Mass Customer,N,18,1,12764 Raven Plaza,4020,Queensland,Australia,7,70,False,60+,71600,False,1
1078,Abe,Pilley,Male,1976-06-05,46,69,Manufacturing,Mass Customer,N,20,0,356 Petterle Way,2193,New South Wales,Australia,9,49,False,46-60,103800,True,3
1079,Dennie,L' Anglois,Male,1978-01-03,44,70,Manufacturing,Mass Customer,N,18,0,2827 Fallview Lane,2064,New South Wales,Australia,9,47,False,30-45,104000,True,3
1080,Monah,Talbot,Female,1999-12-26,23,70,Property,Mass Customer,N,2,1,7 Del Sol Road,4220,Queensland,Australia,9,26,False,<30,104000,False,1
1081,Marga,Cradduck,Female,1985-10-21,37,25,Health,Mass Customer,N,16,0,05415 Basil Junction,2450,New South Wales,Australia,8,40,False,30-45,85000,True,1
1083,Chadd,Fowlds,Male,1996-08-07,26,46,Not Specified,Affluent Customer,N,1,0,847 David Hill,4035,Queensland,Australia,8,29,True,<30,89200,False,0
1084,Serena,Jagson,Female,1994-05-18,28,54,Retail,Affluent Customer,N,8,0,24596 Hoepker Avenue,2322,New South Wales,Australia,4,31,True,<30,50800,False,1
1085,Lucho,Strafen,Male,1975-09-12,47,4,Health,Mass Customer,N,8,0,75 Mesta Hill,4509,Queensland,Australia,7,50,False,46-60,70800,False,1
1086,Ezechiel,Parnall,Male,1989-06-21,33,84,Property,Mass Customer,N,4,1,7258 Mandrake Terrace,3138,Victoria,Australia,9,36,False,30-45,106800,True,1
1087,Lian,Madrell,Female,1979-09-18,43,39,Financial Services,Mass Customer,N,8,1,84741 Scoville Terrace,3029,Victoria,Australia,5,46,False,30-45,57800,True,1
1088,Andy,Polgreen,Female,1989-07-21,33,19,Not Specified,High Net Worth,N,3,1,04328 Rowland Plaza,3441,Victoria,Australia,9,36,True,30-45,93800,True,0
1089,Korney,Hess,Female,1988-09-17,34,90,Property,Affluent Customer,N,12,0,332 Maywood Crossing,3136,Victoria,Australia,9,37,True,30-45,108000,True,1
1090,Lorettalorna,Unknown,Female,1975-07-15,47,15,Telecommunications,Affluent Customer,N,17,0,6026 Graceland Crossing,2121,New South Wales,Australia,11,50,True,46-60,113000,True,1
1091,Keith,Housden,Male,1980-04-15,42,19,Health,Mass Customer,N,15,0,0 Fremont Court,3023,Victoria,Australia,7,45,False,30-45,73800,True,1
1092,Katlin,Creddon,Female,1935-08-22,87,56,Retail,Mass Customer,N,5,0,5515 Artisan Center,3337,Victoria,Australia,3,90,False,60+,41200,False,1
1093,Clarita,Penright,Female,1996-09-13,26,63,Not Specified,Affluent Customer,N,5,0,0 Nevada Pass,2216,New South Wales,Australia,10,29,True,<30,112600,False,0
1094,Shaughn,Salters,Male,1975-12-27,47,48,Health,High Net Worth,N,19,0,06 Heffernan Junction,4074,Queensland,Australia,7,50,True,46-60,79600,True,1
1095,Emelda,Gerler,Female,1958-08-29,64,2,Health,Mass Customer,N,6,0,04 Onsgard Center,2101,New South Wales,Australia,9,67,False,60+,90400,False,1
1096,Jakie,Mungham,Male,1969-11-29,53,33,Health,High Net Worth,N,14,0,37 Division Way,2153,New South Wales,Australia,9,56,True,46-60,96600,True,1
1097,Gwenora,Grabbam,Female,1968-01-31,54,71,Financial Services,Mass Customer,N,18,1,9623 Fisk Plaza,2164,New South Wales,Australia,8,57,False,46-60,94200,True,1
1098,Maure,Crow,Female,1989-02-01,33,99,Financial Services,Mass Customer,N,12,1,9419 Homewood Way,2160,New South Wales,Australia,9,36,False,30-45,109800,True,1
1099,Jarrett,Maffia,Male,1975-01-13,47,12,Manufacturing,Affluent Customer,N,11,1,26349 Spaight Junction,2756,New South Wales,Australia,8,50,True,46-60,82400,True,3
1100,Cord,Braundt,Male,1983-01-02,39,59,Manufacturing,Mass Customer,N,15,0,1063 Forest Avenue,4510,Queensland,Australia,3,42,False,30-45,41800,True,3
1101,Haily,McWilliams,Female,1968-12-22,54,76,Not Specified,Mass Customer,N,15,0,548 Dahle Lane,2075,New South Wales,Australia,11,57,False,46-60,125200,True,0
1102,Stephana,Puzey,Female,1976-08-17,46,16,Manufacturing,Affluent Customer,N,15,0,4 Barby Road,2647,New South Wales,Australia,3,49,True,46-60,33200,True,3
1103,Glynnis,Sailor,Female,1978-01-30,44,76,Financial Services,High Net Worth,N,20,1,258 Luster Court,2154,New South Wales,Australia,10,47,True,30-45,115200,True,1
1104,Jewelle,Pincott,Female,1959-12-31,63,82,Retail,Mass Customer,N,8,0,22669 Lien Center,2565,New South Wales,Australia,6,66,False,60+,76400,True,1
1105,Sherman,McCusker,Male,1990-02-10,32,39,Not Specified,Mass Customer,N,18,0,9 Autumn Leaf Court,2731,New South Wales,Australia,4,35,False,30-45,47800,True,0
1106,Sibyl,Bigmore,Female,1962-12-17,60,2,Retail,Mass Customer,N,15,0,9 Superior Plaza,3185,Victoria,Australia,11,63,False,46-60,110400,True,1
1107,Maridel,Whitby,Female,1974-07-17,48,70,Health,High Net Worth,N,18,0,86603 Dexter Road,2164,New South Wales,Australia,9,51,True,46-60,104000,True,1
1108,Ginnie,Farriar,Female,1962-03-06,60,86,Health,Mass Customer,N,17,0,8 Ridgeview Park,2323,New South Wales,Australia,5,63,False,46-60,67200,True,1
1109,Nestor,Billingsley,Male,1989-09-01,33,21,Entertainment,High Net Worth,N,6,0,4754 Ramsey Junction,3130,Victoria,Australia,9,36,True,30-45,94200,True,1
1110,Lazar,Cherryman,Male,1991-03-17,31,73,Retail,High Net Worth,N,12,0,9 Dayton Alley,3757,Victoria,Australia,7,34,True,30-45,84600,True,1
1111,Zach,Maynard,Male,1960-03-04,62,96,Not Specified,High Net Worth,N,18,1,08 Carey Center,3284,Victoria,Australia,6,65,True,60+,79200,True,0
1112,Jarrett,Chiplin,Male,1981-05-22,41,25,Not Specified,Mass Customer,N,13,1,915 Thackeray Junction,2204,New South Wales,Australia,11,44,False,30-45,115000,True,0
1113,Dorie,Willock,Male,1992-06-24,30,45,Property,Mass Customer,N,6,0,515 3rd Road,2037,New South Wales,Australia,12,33,False,30-45,129000,True,1
1114,Evonne,Southan,Female,1976-06-03,46,96,Retail,Mass Customer,N,14,0,184 Roth Pass,4211,Queensland,Australia,7,49,False,46-60,89200,True,1
1115,Merola,Stutard,Female,1970-01-18,52,33,Not Specified,High Net Worth,N,17,1,84 Porter Alley,2153,New South Wales,Australia,10,55,True,46-60,106600,True,0
